序号,rectimestamp,sendtimestamp,时延毫秒,纬度,经度,海拔,速度km/h,锁星数,地面航向度,ID,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,AID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label
136,1699941112363,1699941112604,-241.924,116.491789,39.729238,22.7,8.89,46,56.06,696E636830303000,23,136,117,3619,8000001,7,8,-117,-89,5,1,5,-117,55140,47,4264,QPSK,SPAT,normal
137,1699941112479,1699941112707,-228.369,116.491792,39.729239,22.7,8.945,46,57.55,696E636830303000,24,137,117,3619,8000001,7,8,-119,-90,3,1,5,-119,55140,47,4264,QPSK,SPAT,normal
138,1699941112571,1699941112805,-234.795,116.491794,39.72924,22.7,8.89,46,56.06,696E636830303000,25,138,117,3619,8000001,7,8,-116,-88,6,1,5,-116,55140,47,4264,QPSK,SPAT,normal
139,1699941112668,1699941112905,-237.905,116.491796,39.729241,22.7,8.89,46,56.06,696E636830303000,26,139,117,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,normal
140,1699941112772,1699941113011,-239.835,116.491798,39.729243,22.7,8.89,46,56.06,696E636830303000,27,140,117,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,QPSK,SPAT,normal
141,1699941112878,1699941113119,-241.898,116.491801,39.729244,22.7,8.89,46,56.06,696E636830303000,28,141,117,3619,8000001,7,8,-116,-88,6,1,5,-116,55140,47,4264,QPSK,SPAT,normal
142,1699941112965,1699941113207,-242.699,116.491803,39.729245,22.7,8.89,46,56.06,696E636830303000,29,142,117,3619,8000001,7,8,-119,-90,3,1,5,-119,55140,47,4264,QPSK,SPAT,normal
143,1699941113069,1699941113308,-239.037,116.491806,39.729246,22.7,8.89,46,56.06,696E636830303000,30,143,117,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
144,1699941113166,1699941113407,-241.844,116.491808,39.729247,22.7,8.945,46,57.55,,31,144,117,3619,8000001,7,8,-111,-83,11,1,5,-111,55140,47,4264,QPSK,SPAT,normal
145,1699941113270,1699941113508,-238.052,116.49181,39.729249,22.7,8.945,46,57.55,696E636830303000,32,145,117,3619,8000001,7,8,-117,-88,5,1,5,-117,55140,47,4264,QPSK,SPAT,normal
146,1699941113371,1699941113608,-237.152,116.491812,39.729249,22.7,8.945,46,57.55,696E636830303000,33,146,117,3619,8000001,7,8,-122,-92,0,1,5,-122,55140,47,4264,QPSK,SPAT,normal
147,1699941113471,1699941113708,-237.525,116.491814,39.729251,22.7,8.945,46,57.55,696E636830303000,34,147,117,3619,8000001,7,8,-118,-89,4,2,5,-118,55140,47,4264,QPSK,SPAT,normal
148,1699941113571,1699941113808,-237.564,116.491818,39.729253,22.7,8.945,46,57.55,696E636830303000,35,148,117,3619,8000001,7,8,-122,-92,0,1,5,-122,55140,47,4264,QPSK,SPAT,normal
149,1699941113676,1699941113908,-232.766,116.49182,39.729254,22.7,8.945,46,57.55,696E636830303000,36,149,117,3619,8000001,7,8,-121,-91,1,1,5,-121,55140,47,4264,QPSK,SPAT,normal
150,1699941113776,1699941114009,-233.522,116.491823,39.729255,22.7,8.945,46,57.55,,37,150,117,3619,8000001,7,8,-117,-88,5,1,5,-117,55140,47,4264,QPSK,SPAT,normal
151,1699941113877,1699941114109,-232.366,116.491825,39.729257,22.7,8.945,46,57.55,696E636830303000,38,151,117,3619,8000001,7,8,-121,-91,1,1,5,-121,55140,47,4264,QPSK,SPAT,normal
152,1699941113969,1699941114209,-240.407,116.491828,39.729258,22.7,8.945,46,57.55,696E636830303000,39,152,117,3619,8000001,7,8,-119,-90,3,2,5,-119,55140,47,4264,QPSK,SPAT,normal
153,1699941114073,1699941114310,-237.191,116.491831,39.72926,22.7,8.945,46,57.55,696E636830303000,40,153,117,3619,8000001,7,8,-116,-88,6,2,5,-116,55140,47,4264,QPSK,SPAT,normal
154,1699941114294,1699941114511,-217.258,116.491835,39.729262,22.8,8.945,46,55.65,696E636830303000,42,154,118,3619,8000001,7,8,-117,-89,5,1,5,-117,55140,47,4264,QPSK,SPAT,normal
155,1699941114371,1699941114610,-239.729,116.491837,39.729263,22.8,8.945,46,55.65,696E636830303000,43,155,118,3619,8000001,7,8,-117,-89,5,1,5,-117,55140,47,4264,QPSK,SPAT,normal
156,1699941114475,1699941114711,-236.21,116.49184,39.729264,22.8,8.945,46,55.65,,44,156,118,3619,8000001,7,8,-115,-86,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
157,1699941114571,1699941114811,-240.549,116.491842,39.729265,22.8,8.945,46,55.65,,45,157,118,3619,8000001,7,8,-114,-87,7,1,5,-114,55140,47,4264,QPSK,SPAT,normal
158,1699941114676,1699941114911,-235.71,116.491845,39.729267,22.8,8.945,46,55.65,696E636830303000,46,158,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
159,1699941114772,1699941115012,-240.3,116.491847,39.729267,22.8,8.945,46,55.65,,47,159,118,3619,8000001,7,8,-118,-89,5,1,5,-118,55140,47,4264,QPSK,SPAT,normal
160,1699941114876,1699941115112,-236.293,116.49185,39.729269,22.8,8.945,46,55.65,696E636830303000,48,160,118,3619,8000001,7,8,-116,-88,6,1,5,-116,55140,47,4264,QPSK,SPAT,normal
161,1699941114977,1699941115212,-235.639,116.491853,39.729271,22.8,8.945,46,55.65,696E636830303000,49,161,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
162,1699941115085,1699941115319,-234.831,116.491855,39.729272,22.8,8.945,46,55.65,696E636830303000,50,162,118,3619,8000001,7,8,-114,-86,8,1,5,-114,55140,47,4264,QPSK,SPAT,normal
163,1699941115174,1699941115413,-239.532,116.491857,39.729273,22.7,8.982,45,57.1,,51,163,118,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,QPSK,SPAT,normal
164,1699941115278,1699941115514,-236.581,116.491858,39.729274,22.7,8.982,45,57.1,696E636830303000,52,164,118,3619,8000001,7,8,-114,-86,8,1,5,-114,55140,47,4264,QPSK,SPAT,normal
165,1699941115374,1699941115615,-241.489,116.491861,39.729275,22.7,8.982,45,57.1,696E636830303000,53,165,118,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,QPSK,SPAT,normal
166,1699941115471,1699941115714,-243.187,116.491863,39.729276,22.7,8.982,45,57.1,696E636830303000,54,166,118,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,QPSK,SPAT,normal
167,1699941115579,1699941115814,-235.36,116.491866,39.729278,22.7,8.982,45,57.1,696E636830303000,55,167,118,3619,8000001,7,8,-113,-86,9,1,5,-113,55140,47,4264,QPSK,SPAT,normal
168,1699941115672,1699941115914,-242.866,116.491867,39.729279,22.7,8.982,45,57.1,,56,168,118,3619,8000001,7,8,-111,-83,11,1,5,-111,55140,47,4264,QPSK,SPAT,normal
169,1699941115780,1699941116015,-235.22,116.491869,39.729279,22.7,8.982,45,57.1,,57,169,118,3619,8000001,7,8,-114,-86,8,1,5,-114,55140,47,4264,QPSK,SPAT,normal
170,1699941115872,1699941116115,-243.247,116.49187,39.72928,22.7,8.982,45,57.1,,58,170,118,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,QPSK,SPAT,normal
171,1699941115977,1699941116215,-238.407,116.491874,39.729282,22.7,8.982,45,57.1,696E636830303000,59,171,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
172,1699941116081,1699941116316,-235.175,116.491875,39.729283,22.7,8.982,45,57.1,696E636830303000,60,172,118,3619,8000001,7,8,-111,-83,11,1,5,-111,55140,47,4264,QPSK,SPAT,normal
173,1699941116178,1699941116417,-239.421,116.491878,39.729285,22.7,8.982,45,57.1,696E636830303000,61,173,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
174,1699941116274,1699941116517,-243.758,116.491881,39.729286,22.7,8.982,44,57.45,,62,174,118,3619,8000001,7,8,-115,-86,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
175,1699941116378,1699941116620,-242.269,116.491883,39.729287,22.7,8.982,45,55.87,696E636830303000,63,175,118,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,QPSK,SPAT,normal
176,1699941116511,1699941116744,-233.943,116.491888,39.72929,22.7,8.982,45,55.87,696E636830303000,64,176,118,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,normal
177,1699941116579,1699941116818,-239.773,116.491891,39.729291,22.7,8.982,45,55.87,,65,177,118,3619,8000001,7,8,-114,-86,8,2,5,-114,55140,47,4264,QPSK,SPAT,normal
178,1699941116684,1699941116924,-240.575,116.491893,39.729292,22.7,8.982,45,55.87,,66,178,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
179,1699941116788,1699941117019,-231.537,116.491896,39.729293,22.7,8.982,45,55.87,696E636830303000,67,179,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
180,1699941116884,1699941117119,-235.265,116.491898,39.729294,22.7,8.982,45,55.87,,68,180,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
181,1699941116989,1699941117230,-241.158,116.491902,39.729296,22.7,8.982,45,55.87,696E636830303000,69,181,118,3619,8000001,7,8,-113,-86,8,1,5,-113,55140,47,4264,QPSK,SPAT,normal
182,1699941117093,1699941117336,-243.154,116.491904,39.729297,22.7,8.982,44,57.45,696E636830303000,70,182,118,3619,8000001,7,8,-109,-82,12,1,5,-109,55140,47,4264,QPSK,SPAT,normal
183,1699941117181,1699941117420,-239.201,116.491906,39.729298,22.7,8.982,44,57.45,,71,183,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
184,1699941117278,1699941117519,-241.936,116.491908,39.729299,22.7,8.945,45,56.76,,72,184,118,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,QPSK,SPAT,normal
185,1699941117390,1699941117621,-231.754,116.491911,39.7293,22.7,8.982,44,57.45,,73,185,118,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,QPSK,SPAT,normal
186,1699941117487,1699941117725,-238.366,116.491914,39.729302,22.7,8.982,44,57.45,696E636830303000,74,186,118,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,QPSK,SPAT,normal
187,1699941117583,1699941117820,-237.891,116.491918,39.729303,22.7,8.982,44,57.45,696E636830303000,75,187,118,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,QPSK,SPAT,normal
188,1699941117688,1699941117923,-235.358,116.491919,39.729304,22.7,8.982,44,57.45,,76,188,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
189,1699941117784,1699941118022,-238.872,116.491921,39.729305,22.7,8.945,45,56.76,,77,189,118,3619,8000001,7,8,-107,-79,14,1,5,-107,55140,47,4264,QPSK,SPAT,normal
190,1699941117880,1699941118122,-242.098,116.491924,39.729306,22.7,8.982,44,57.45,696E636830303000,78,190,118,3619,8000001,7,8,-108,-81,13,1,5,-108,55140,47,4264,QPSK,SPAT,normal
191,1699941117985,1699941118222,-237.582,116.491927,39.729308,22.7,8.982,44,57.45,696E636830303000,79,191,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
192,1699941118081,1699941118322,-241.603,116.491928,39.729308,22.7,8.945,45,56.76,,80,192,118,3619,8000001,7,8,-116,-88,6,1,5,-116,55140,47,4264,QPSK,SPAT,normal
193,1699941118185,1699941118422,-237.482,116.49193,39.729309,22.7,8.964,44,57.36,,81,193,118,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,normal
194,1699941118286,1699941118523,-237.237,116.491932,39.72931,22.7,8.945,45,56.76,696E636830303000,82,194,118,3619,8000001,7,8,-119,-90,3,1,5,-119,55140,47,4264,QPSK,SPAT,normal
195,1699941118499,1699941118723,-224.855,116.491939,39.729313,22.7,8.945,45,56.76,696E636830303000,84,195,119,3619,8000001,7,8,-111,-83,11,1,5,-111,55140,47,4264,QPSK,SPAT,normal
196,1699941118588,1699941118824,-236.441,116.491941,39.729314,22.7,8.945,45,56.76,696E636830303000,85,196,119,3619,8000001,7,8,-114,-86,7,1,5,-114,55140,47,4264,QPSK,SPAT,normal
197,1699941118683,1699941118924,-241.424,116.491943,39.729315,22.7,8.945,45,56.76,696E636830303000,86,197,119,3619,8000001,7,8,-119,-90,4,1,5,-119,55140,47,4264,QPSK,SPAT,normal
198,1699941118788,1699941119030,-242.292,116.491946,39.729316,22.7,8.945,45,56.76,696E636830303000,87,198,119,3619,8000001,7,8,-108,-81,13,1,5,-108,55140,47,4264,QPSK,SPAT,normal
199,1699941118884,1699941119125,-241.791,116.491948,39.729318,22.7,8.945,45,56.76,,88,199,119,3619,8000001,7,8,-112,-84,9,1,5,-112,55140,47,4264,QPSK,SPAT,normal
200,1699941118993,1699941119225,-232.101,116.491952,39.729319,22.7,8.945,45,56.76,696E636830303000,89,200,119,3619,8000001,7,8,-110,-82,12,1,5,-110,55140,47,4264,QPSK,SPAT,normal
201,1699941119085,1699941119325,-240.597,116.491954,39.729321,22.7,8.964,44,57.36,696E636830303000,90,201,119,3619,8000001,7,8,-110,-83,10,1,5,-110,55140,47,4264,QPSK,SPAT,normal
202,1699941119189,1699941119426,-237.075,116.491957,39.729322,22.7,8.964,44,57.36,696E636830303000,91,202,119,3619,8000001,7,8,-110,-83,11,1,5,-110,55140,47,4264,QPSK,SPAT,normal
203,1699941119286,1699941119526,-240.106,116.491959,39.729323,22.7,8.964,44,57.36,696E636830303000,92,203,119,3619,8000001,7,8,-112,-84,9,1,5,-112,55140,47,4264,QPSK,SPAT,normal
204,1699941119390,1699941119626,-236.985,116.491961,39.729324,22.7,8.964,44,57.36,,93,204,119,3619,8000001,7,8,-108,-81,12,1,5,-108,55140,47,4264,QPSK,SPAT,normal
205,1699941119490,1699941119726,-236.525,116.491964,39.729326,22.7,8.964,44,57.36,,94,205,119,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,normal
206,1699941119583,1699941119826,-243.891,116.491967,39.729327,22.7,8.964,44,57.36,,95,206,119,3619,8000001,7,8,-108,-80,13,0,5,-108,55140,47,4264,QPSK,SPAT,normal
207,1699941119703,1699941119934,-231.092,116.49197,39.729329,22.7,8.982,44,57.94,,96,207,119,3619,8000001,7,8,-111,-83,10,1,5,-111,55140,47,4264,QPSK,SPAT,normal
208,1699941119792,1699941120027,-235.836,116.491973,39.72933,22.7,8.964,44,57.36,696E636830303000,97,208,119,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,QPSK,SPAT,normal
209,1699941119888,1699941120127,-239.699,116.491974,39.729331,22.7,8.964,44,57.36,,98,209,119,3619,8000001,7,8,-111,-84,10,1,5,-111,55140,47,4264,QPSK,SPAT,normal
210,1699941119992,1699941120228,-236.163,116.491977,39.729332,22.7,8.964,44,57.36,,99,210,119,3619,8000001,7,8,-109,-82,12,1,5,-109,55140,47,4264,QPSK,SPAT,normal
211,1699941120089,1699941120331,-242.532,116.49198,39.729334,22.7,8.982,44,57.94,696E636830303000,100,211,119,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,QPSK,SPAT,normal
212,1699941120202,1699941120439,-237.693,116.491982,39.729335,22.7,8.982,44,57.94,696E636830303000,101,212,119,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
213,1699941120290,1699941120529,-239.42,116.491984,39.729336,22.7,8.982,44,57.94,,102,213,119,3619,8000001,7,8,-114,-86,8,1,5,-114,55140,47,4264,QPSK,SPAT,normal
214,1699941120394,1699941120630,-236.198,116.491987,39.729338,22.7,8.982,44,57.94,696E636830303000,103,214,119,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
215,1699941120490,1699941120729,-239.6,116.491989,39.729339,22.7,8.982,44,57.94,,104,215,119,3619,8000001,7,8,-111,-83,10,1,5,-111,55140,47,4264,QPSK,SPAT,normal
216,1699941120587,1699941120830,-243.422,116.491991,39.729339,22.7,8.982,44,57.94,,105,216,119,3619,8000001,7,8,-113,-85,8,1,5,-113,55140,47,4264,QPSK,SPAT,normal
217,1699941120707,1699941120949,-242.944,116.491992,39.72934,22.9,9.019,44,57.93,,106,217,119,3619,8000001,7,8,-109,-81,12,1,5,-109,55140,47,4264,QPSK,SPAT,normal
218,1699941120788,1699941121031,-243.553,116.491994,39.729341,22.7,8.982,44,57.94,,107,218,119,3619,8000001,7,8,-113,-85,8,1,5,-113,55140,47,4264,QPSK,SPAT,normal
219,1699941120892,1699941121135,-243.124,116.491997,39.729342,22.7,8.982,44,57.94,,108,219,119,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,QPSK,SPAT,normal
220,1699941120988,1699941121231,-243.282,116.491999,39.729343,22.7,8.982,44,57.94,,109,220,119,3619,8000001,7,8,-114,-85,8,1,5,-114,55140,47,4264,QPSK,SPAT,normal
221,1699941121101,1699941121344,-243.732,116.492001,39.729345,22.7,8.982,44,57.94,,110,221,119,3619,8000001,7,8,-108,-80,12,1,5,-108,55140,47,4264,QPSK,SPAT,normal
222,1699941121205,1699941121440,-235.358,116.492004,39.729346,22.9,9.019,44,57.93,696E636830303000,111,222,119,3619,8000001,7,8,-106,-79,13,1,5,-106,55140,47,4264,QPSK,SPAT,normal
223,1699941121302,1699941121540,-238.636,116.492006,39.729347,22.9,9.019,44,57.93,696E636830303000,112,223,119,3619,8000001,7,8,-111,-84,11,1,5,-111,55140,47,4264,QPSK,SPAT,normal
224,1699941121398,1699941121640,-242.892,116.492008,39.729349,22.9,9.019,44,57.93,696E636830303000,113,224,119,3619,8000001,7,8,-111,-83,10,1,5,-111,55140,47,4264,QPSK,SPAT,normal
225,1699941121502,1699941121740,-238.54,116.492012,39.729351,22.9,9.019,44,57.93,,114,225,119,3619,8000001,7,8,-114,-86,8,1,5,-114,55140,47,4264,QPSK,SPAT,normal
226,1699941121607,1699941121844,-237.376,116.492014,39.729351,22.9,9.019,44,57.93,,115,226,119,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
227,1699941121703,1699941121941,-238.217,116.492016,39.729353,22.9,9.019,44,57.93,,116,227,119,3619,8000001,7,8,-106,-78,14,1,5,-106,55140,47,4264,QPSK,SPAT,normal
228,1699941121799,1699941122042,-243.26,116.492018,39.729353,22.9,9.019,44,57.93,,117,228,119,3619,8000001,7,8,-116,-87,6,1,5,-116,55140,47,4264,QPSK,SPAT,normal
229,1699941121912,1699941122152,-240.841,116.492019,39.729354,22.9,9.019,44,57.93,,118,229,119,3619,8000001,7,8,-117,-72,4,1,5,-117,55140,47,4264,QPSK,SPAT,normal
230,1699941122008,1699941122243,-235.698,116.492023,39.729357,22.9,9.019,44,57.93,,119,230,119,3619,8000001,7,8,-111,-83,10,1,5,-111,55140,47,4264,QPSK,SPAT,normal
231,1699941122105,1699941122344,-239.486,116.492025,39.729358,22.9,9.019,44,57.93,696E636830303000,120,231,119,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,QPSK,SPAT,normal
232,1699941122201,1699941122443,-242.217,116.492028,39.729359,22.9,9.075,43,56.05,,121,232,119,3619,8000001,7,8,-110,-83,11,1,5,-110,55140,47,4264,QPSK,SPAT,normal
233,1699941122305,1699941122543,-238.213,116.49203,39.72936,22.9,9.075,43,56.05,,122,233,119,3619,8000001,7,8,-105,-78,15,1,5,-105,55140,47,4264,QPSK,SPAT,normal
234,1699941122402,1699941122643,-241.651,116.492032,39.729361,22.9,9.075,43,56.05,,123,234,119,3619,8000001,7,8,-111,-83,10,0,5,-111,55140,47,4264,QPSK,SPAT,normal
235,1699941122506,1699941122743,-237.838,116.492036,39.729363,22.9,9.075,43,56.05,696E636830303000,124,235,119,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,QPSK,SPAT,normal
236,1699941122603,1699941122844,-241.315,116.492039,39.729364,22.9,9.075,43,56.05,696E636830303000,125,236,119,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,QPSK,SPAT,normal
237,1699941122707,1699941122944,-237.544,116.492042,39.729365,22.9,9.075,43,56.05,696E636830303000,126,237,119,3619,8000001,7,8,-109,-81,13,1,5,-109,55140,47,4264,QPSK,SPAT,normal
238,1699941122803,1699941123044,-241.883,116.492044,39.729367,22.9,9.075,43,56.05,,127,238,119,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,QPSK,SPAT,normal
239,1699941122908,1699941123145,-237.057,116.492045,39.729367,22.9,9.075,43,56.05,,1,239,120,3619,8000001,7,8,-108,-81,13,1,5,-108,55140,47,4264,QPSK,SPAT,normal
240,1699941123004,1699941123245,-241.746,116.492049,39.729369,22.9,9.075,43,56.05,,2,240,120,3619,8000001,7,8,-107,-80,14,1,5,-107,55140,47,4264,QPSK,SPAT,normal
241,1699941123109,1699941123345,-236.354,116.492051,39.72937,22.9,9.075,43,56.05,,3,241,120,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,QPSK,SPAT,normal
242,1699941123205,1699941123445,-240.759,116.492054,39.729371,23.0,9.019,44,57.04,,4,242,120,3619,8000001,7,8,-108,-80,13,1,5,-108,55140,47,4264,QPSK,SPAT,normal
243,1699941123317,1699941123547,-230.311,116.492057,39.729373,23.0,9.019,44,57.04,,5,243,120,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,QPSK,SPAT,normal
244,1699941123406,1699941123646,-240.523,116.492059,39.729374,23.0,9.019,44,57.04,,6,244,120,3619,8000001,7,8,-107,-80,13,1,5,-107,55140,47,4264,QPSK,SPAT,normal
245,1699941123510,1699941123746,-236.813,116.492063,39.729375,23.0,9.019,44,57.04,696E636830303000,7,245,120,3619,8000001,7,8,-109,-82,12,0,5,-109,55140,47,4264,QPSK,SPAT,normal
246,1699941123607,1699941123847,-240.031,116.492065,39.729376,23.0,9.019,44,57.04,696E636830303000,8,246,120,3619,8000001,7,8,-110,-83,11,1,5,-110,55140,47,4264,QPSK,SPAT,normal
247,1699941123711,1699941123947,-236.874,116.492068,39.729378,23.0,9.019,44,57.04,696E636830303000,9,247,120,3619,8000001,7,8,-110,-83,11,1,5,-110,55140,47,4264,QPSK,SPAT,normal
248,1699941123807,1699941124048,-241.283,116.49207,39.729378,23.0,9.019,44,57.04,,10,248,120,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,normal
249,1699941123920,1699941124158,-238.453,116.492072,39.729379,23.0,9.019,44,57.04,,11,249,120,3619,8000001,7,8,-111,-83,11,2,5,-111,55140,47,4264,QPSK,SPAT,normal
250,1699941124016,1699941124254,-238.137,116.492075,39.729381,23.0,9.019,44,57.04,,12,250,120,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,QPSK,SPAT,normal
251,1699941124109,1699941124348,-239.668,116.492076,39.729381,22.9,9.038,43,58.01,,13,251,120,3619,8000001,7,8,-117,-88,6,1,5,-117,55140,47,4264,QPSK,SPAT,normal
252,1699941124209,1699941124449,-240.676,116.492079,39.729383,22.9,9.038,43,58.01,696E636830303000,14,252,120,3619,8000001,7,8,-109,-82,12,1,5,-109,55140,47,4264,QPSK,SPAT,normal
253,1699941124329,1699941124566,-237.638,116.492082,39.729384,22.9,9.038,43,58.01,696E636830303000,15,253,120,3619,8000001,7,8,-108,-81,12,1,5,-108,55140,47,4264,QPSK,SPAT,normal
254,1699941124410,1699941124649,-239.838,116.492083,39.729385,22.9,9.038,43,58.01,,16,254,120,3619,8000001,7,8,-106,-74,14,1,5,-106,55140,47,4264,QPSK,SPAT,normal
255,1699941124506,1699941124749,-243.616,116.492088,39.729387,22.9,9.038,43,58.01,696E636830303000,17,255,120,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,QPSK,SPAT,normal
256,1699941124614,1699941124851,-237.939,116.492091,39.729388,22.9,9.038,43,58.01,,18,256,120,3619,8000001,7,8,-117,-88,5,1,5,-117,55140,47,4264,QPSK,SPAT,normal
257,1699941124707,1699941124950,-243.364,116.492092,39.729389,22.9,9.038,43,58.01,,19,257,120,3619,8000001,7,8,-106,-78,15,1,5,-106,55140,47,4264,QPSK,SPAT,normal
258,1699941124811,1699941125050,-239.621,116.492094,39.72939,22.9,9.038,43,58.01,,20,258,120,3619,8000001,7,8,-105,-78,15,0,5,-105,55140,47,4264,QPSK,SPAT,normal
259,1699941124908,1699941125151,-243.057,116.492096,39.729391,22.9,9.038,43,58.01,,21,259,120,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,QPSK,SPAT,normal
260,1699941125012,1699941125252,-240.701,116.492099,39.729392,22.9,9.038,43,58.01,,22,260,120,3619,8000001,7,8,-107,-76,13,1,5,-107,55140,47,4264,QPSK,SPAT,normal
