序号,rectimestamp,sendtimestamp,时延毫秒,纬度,经度,海拔,速度km/h,锁星数,地面航向度,ID,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,AID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label
2136,1699941090005,1699941090247,-242.1323834856092,116.491217,39.728973,23.3,8.941631328953441,47,60.22686437084927,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2137,1699941090020,1699941090257,-237.32521351490328,116.491217,39.728973,23.3,8.941957525658118,47,60.27358125400821,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2138,1699941090058,1699941090284,-226.7459332674072,116.491217,39.728973,23.3,8.941285295830482,45,60.29518566265793,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2139,1699941090097,1699941090325,-228.4006630640708,116.491217,39.728973,23.3,8.941824730782331,45,60.258816549017965,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2140,1699941090139,1699941090361,-222.12697476561883,116.491217,39.728973,23.3,8.94162076824566,45,60.25821470445982,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2141,1699941090183,1699941090427,-244.3424076907013,116.491217,39.728973,23.3,8.941749546170916,46,60.30568670107905,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2142,1699941090214,1699941090458,-244.92610625364665,116.491217,39.728973,23.3,8.942355798356484,47,60.32803973974544,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2143,1699941090251,1699941090482,-231.70388557960032,116.491217,39.728973,23.3,8.942110436439073,45,60.36456172968576,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2144,1699941090279,1699941090511,-232.36180206204943,116.491217,39.728973,23.3,8.942466311529607,45,60.41220320185224,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2145,1699941090295,1699941090528,-233.56747679199609,116.491217,39.728973,23.3,8.942428054359567,45,60.41486976232472,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2146,1699941090334,1699941090555,-221.00876594839008,116.491217,39.728973,23.3,8.942139713898106,47,60.40988592328629,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2147,1699941090362,1699941090610,-248.027584662199,116.491217,39.728973,23.3,8.94167124165179,47,60.39172880647171,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2148,1699941090385,1699941090634,-249.07952142569,116.491217,39.728973,23.3,8.940995677681522,47,60.38025727202477,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2149,1699941090423,1699941090663,-240.8282197551812,116.491217,39.728973,23.3,8.940978473117928,47,60.41983393469918,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2150,1699941090463,1699941090689,-226.9591210982212,116.491217,39.728973,23.3,8.940078231311642,45,60.43113598188666,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2151,1699941090496,1699941090741,-245.4799723505744,116.491217,39.728973,23.3,8.939900530373015,45,60.427306089354346,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2152,1699941090515,1699941090745,-230.54790692185168,116.491217,39.728973,23.3,8.939310829939306,45,60.4772503431301,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2153,1699941090564,1699941090803,-239.62839018742287,116.491217,39.728973,23.3,8.940072628848291,45,60.48412245088888,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2154,1699941090605,1699941090826,-221.2685406836112,116.491217,39.728973,23.3,8.9396888742984,46,60.50010660548187,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2155,1699941090638,1699941090882,-244.9700685871703,116.491217,39.728973,23.3,8.939188307005486,46,60.5171098984936,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2156,1699941090667,1699941090913,-246.84544286410525,116.491217,39.728973,23.3,8.939654658960444,47,60.50577924273524,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2157,1699941090698,1699941090939,-241.85082060141235,116.491217,39.728973,23.3,8.939687701781285,46,60.47706042439739,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2158,1699941090720,1699941090965,-245.78030602988449,116.491217,39.728973,23.3,8.93888139908061,45,60.44334923623599,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2159,1699941090750,1699941090978,-228.7959722188754,116.491217,39.728973,23.3,8.939030481627306,47,60.445391916512186,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2160,1699941090771,1699941091004,-233.0613779904644,116.491217,39.728973,23.3,8.938871682895199,46,60.45426665911741,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2161,1699941090795,1699941091016,-221.3215083210881,116.491217,39.728973,23.3,8.937922355271178,45,60.44969365461834,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2162,1699941090842,1699941091064,-222.0126967284947,116.491217,39.728973,23.3,8.938699763737219,46,60.47637663512152,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2163,1699941090863,1699941091109,-246.8149081308967,116.491217,39.728973,23.3,8.939001449497807,47,60.46555815892618,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2164,1699941090887,1699941091119,-232.1044733928061,116.491217,39.728973,23.3,8.93948199595721,47,60.417218936047846,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2165,1699941090899,1699941091142,-243.806346398424,116.491217,39.728973,23.3,8.938884625906557,47,60.38020948397256,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2166,1699941090944,1699941091182,-238.3870663981448,116.491217,39.728973,23.3,8.937888892329452,46,60.39300358104598,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2167,1699941090963,1699941091196,-233.4228384725509,116.491217,39.728973,23.3,8.937245501852411,47,60.37966802726361,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2168,1699941090994,1699941091243,-249.91362699368145,116.491217,39.728973,23.3,8.937934186391082,45,60.35404019113809,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2169,1699941091004,1699941091225,-221.7485520879282,116.491217,39.728973,23.3,8.937747980434505,45,60.34293553217505,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2170,1699941091039,1699941091278,-239.0446797498564,116.491217,39.728973,23.3,8.938070632836943,45,60.31445229875332,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2171,1699941091058,1699941091296,-238.7510273673981,116.491217,39.728973,23.3,8.93877395634036,46,60.3086789980222,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2172,1699941091086,1699941091313,-227.65768829916985,116.491217,39.728973,23.3,8.938962921674475,46,60.305038607829246,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2173,1699941091104,1699941091353,-249.1483173207413,116.491217,39.728973,23.3,8.939462598915524,46,60.2553570341703,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2174,1699941091127,1699941091374,-247.0280227998952,116.491217,39.728973,23.3,8.938913348274648,45,60.247640373094576,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2175,1699941091154,1699941091394,-240.61801633242123,116.491217,39.728973,23.3,8.939794499796779,46,60.25124805268055,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2176,1699941091179,1699941091422,-243.92459464747333,116.491217,39.728973,23.3,8.939185571517402,47,60.30000578071299,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2177,1699941091200,1699941091447,-247.0770296815092,116.491217,39.728973,23.3,8.939930325158896,47,60.31742335507387,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2178,1699941091242,1699941091462,-220.64435476766096,116.491217,39.728973,23.3,8.939630067925702,46,60.34172252319619,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2179,1699941091258,1699941091495,-237.525096710362,116.491217,39.728973,23.3,8.93997741626506,46,60.36402194548667,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2180,1699941091298,1699941091529,-231.90598783509947,116.491217,39.728973,23.3,8.940655227153238,45,60.35365348582016,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2181,1699941091328,1699941091556,-228.3055120001243,116.491217,39.728973,23.3,8.941577160745995,46,60.3510843823122,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2182,1699941091377,1699941091612,-235.24988104876587,116.491217,39.728973,23.3,8.941640703972348,45,60.38701292375628,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2183,1699941091415,1699941091652,-237.15920495814925,116.491217,39.728973,23.3,8.940960066423262,45,60.353986444033005,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2184,1699941091442,1699941091665,-223.39770062961688,116.491217,39.728973,23.3,8.940172739890752,45,60.32180111777882,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2185,1699941091453,1699941091676,-223.38857026744023,116.491217,39.728973,23.3,8.941148544405447,47,60.32957410623074,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2186,1699941091464,1699941091709,-245.65370422852305,116.491217,39.728973,23.3,8.940816272072508,47,60.31920874226402,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2187,1699941091493,1699941091737,-244.1801636717757,116.491217,39.728973,23.3,8.94077460487236,47,60.31137088881367,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2188,1699941091511,1699941091754,-243.6849422111848,116.491217,39.728973,23.3,8.940643336504237,46,60.29902996138243,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2189,1699941091541,1699941091763,-222.0905067977863,116.491217,39.728973,23.3,8.939908954379042,47,60.33278227249258,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2190,1699941091571,1699941091799,-228.3331252570319,116.491217,39.728973,23.3,8.939897626734664,47,60.30625166001482,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2191,1699941091587,1699941091809,-222.46747024803767,116.491217,39.728973,23.3,8.939764466922114,46,60.26374548430003,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2192,1699941091598,1699941091823,-225.3033315085393,116.491217,39.728973,23.3,8.939021612984783,45,60.232872423391406,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2193,1699941091647,1699941091891,-244.8404406503815,116.491217,39.728973,23.3,8.938423215132719,47,60.23862024167356,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2194,1699941091695,1699941091924,-229.6733216971303,116.491217,39.728973,23.3,8.939374867277925,46,60.22877029186059,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2195,1699941091740,1699941091987,-247.66269250953675,116.491217,39.728973,23.3,8.939870546884846,46,60.19452644135962,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2196,1699941091766,1699941092001,-235.7710308294951,116.491217,39.728973,23.3,8.940256450759128,47,60.15711674944927,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2197,1699941091786,1699941092019,-233.72235811223112,116.491217,39.728973,23.3,8.939885092137672,45,60.11902316942956,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2198,1699941091810,1699941092031,-221.64501166221544,116.491217,39.728973,23.3,8.940657015367071,46,60.1514780409878,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2199,1699941091859,1699941092099,-240.9404041173884,116.491217,39.728973,23.3,8.9404963517103,47,60.164050184090186,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2200,1699941091874,1699941092098,-224.10286660918337,116.491217,39.728973,23.3,8.940596622016585,46,60.17782413693517,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2201,1699941091900,1699941092144,-244.9344133493952,116.491217,39.728973,23.3,8.939772926845837,45,60.187979304682045,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2202,1699941091939,1699941092181,-242.13659562052013,116.491217,39.728973,23.3,8.9397786998192,46,60.21657278808985,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2203,1699941091976,1699941092221,-245.0278845648365,116.491217,39.728973,23.3,8.940630365747346,46,60.26254676351011,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2204,1699941092004,1699941092235,-231.5199756565389,116.491217,39.728973,23.3,8.940969372778715,45,60.28649854402991,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2205,1699941092033,1699941092262,-229.32513741271185,116.491217,39.728973,23.3,8.94070184092844,47,60.32395648335896,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2206,1699941092048,1699941092286,-238.77649150703408,116.491217,39.728973,23.3,8.939866352471313,47,60.3632130003163,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2207,1699941092084,1699941092326,-242.90857036250617,116.491217,39.728973,23.3,8.93916660766976,45,60.33857079925391,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2208,1699941092128,1699941092369,-241.8913906058557,116.491217,39.728973,23.3,8.938759517261053,47,60.32753945379056,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2209,1699941092174,1699941092401,-227.5286405787312,116.491217,39.728973,23.3,8.93855801570789,46,60.3200666778549,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2210,1699941092199,1699941092420,-221.3187245604066,116.491217,39.728973,23.3,8.937947607956058,45,60.3290130557702,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2211,1699941092218,1699941092464,-246.7724468728049,116.491217,39.728973,23.3,8.938881308501596,47,60.28527174910123,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2212,1699941092229,1699941092453,-224.07129127636267,116.491217,39.728973,23.3,8.939528447700894,47,60.31787000059271,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2213,1699941092274,1699941092505,-231.1723371023633,116.491217,39.728973,23.3,8.940489328350267,46,60.34706716231069,696E636830303000,47,5,16,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,QPSK,SPAT,DoS
2214,1699941110058,1699941110298,-240.061,116.491735,39.72921,22.7,8.908,46,56.79,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,normal
2215,1699941110101,1699941110330,-229.09731394732967,116.491735,39.72921,22.7,8.908539536584868,45,56.79329631570105,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2216,1699941110137,1699941110367,-230.8556422161552,116.491735,39.72921,22.7,8.907821167901854,47,56.8274439975398,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2217,1699941110162,1699941110396,-234.202446420482,116.491735,39.72921,22.7,8.90741598100401,47,56.86408145790917,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2218,1699941110198,1699941110439,-241.81835028495007,116.491735,39.72921,22.7,8.907175935002948,46,56.84788614984927,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2219,1699941110244,1699941110477,-233.40541065359548,116.491735,39.72921,22.7,8.907253488932666,46,56.89601704751245,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2220,1699941110277,1699941110497,-220.9331424187557,116.491735,39.72921,22.7,8.906334471387755,46,56.87353741092255,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2221,1699941110297,1699941110543,-246.8890294188275,116.491735,39.72921,22.7,8.905356406452185,45,56.83460596518168,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2222,1699941110342,1699941110570,-228.24859066953408,116.491735,39.72921,22.7,8.90555108359569,47,56.84895497613783,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2223,1699941110381,1699941110601,-220.96531166801088,116.491735,39.72921,22.7,8.905292109971914,47,56.88369880461829,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2224,1699941110395,1699941110641,-246.9740257584459,116.491735,39.72921,22.7,8.906065683420225,45,56.91413821259184,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2225,1699941110410,1699941110653,-243.253092449975,116.491735,39.72921,22.7,8.905856049012964,45,56.90705636895895,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2226,1699941110428,1699941110650,-222.96487111595613,116.491735,39.72921,22.7,8.905804113618911,47,56.89701697433019,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2227,1699941110458,1699941110702,-244.5323959272565,116.491735,39.72921,22.7,8.905506846121558,45,56.94379391036336,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2228,1699941110483,1699941110721,-238.6385875517712,116.491735,39.72921,22.7,8.905320857097095,47,56.93501273028811,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2229,1699941110530,1699941110753,-223.074397235864,116.491735,39.72921,22.7,8.905709965242306,46,56.90193834379755,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2230,1699941110575,1699941110796,-221.5084213163747,116.491735,39.72921,22.7,8.904859732876115,47,56.90286090243688,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2231,1699941110612,1699941110844,-232.1261129237027,116.491735,39.72921,22.7,8.904115348027203,46,56.87737647007857,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2232,1699941110640,1699941110878,-238.57027766302951,116.491735,39.72921,22.7,8.903388795045787,45,56.86401093059783,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2233,1699941110678,1699941110920,-242.64966754104665,116.491735,39.72921,22.7,8.90240929819654,47,56.90591006983005,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2234,1699941110701,1699941110927,-226.0911188246982,116.491735,39.72921,22.7,8.901837047154414,46,56.86848926279059,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2235,1699941110733,1699941110974,-241.9558380193162,116.491735,39.72921,22.7,8.901091787830385,46,56.832658637625904,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2236,1699941110766,1699941111011,-245.33696444882256,116.491735,39.72921,22.7,8.901304456303206,46,56.809924021096094,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2237,1699941110781,1699941111018,-237.91442849167,116.491735,39.72921,22.7,8.900529943208165,45,56.76796536930829,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2238,1699941110793,1699941111017,-224.4520764696404,116.491735,39.72921,22.7,8.900777087681806,46,56.73959307246951,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2239,1699941110834,1699941111078,-244.1795959387689,116.491735,39.72921,22.7,8.901528295787301,45,56.74085912744541,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2240,1699941110858,1699941111098,-240.2301251310287,116.491735,39.72921,22.7,8.902143482081364,47,56.77236235368578,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2241,1699941110881,1699941111108,-227.786417247414,116.491735,39.72921,22.7,8.902718785646467,45,56.768907529371326,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2242,1699941110918,1699941111141,-223.2493041393249,116.491735,39.72921,22.7,8.901730299072115,45,56.72300365781543,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2243,1699941110956,1699941111197,-241.75281638572727,116.491735,39.72921,22.7,8.90137980862887,45,56.76911381697598,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2244,1699941110989,1699941111229,-240.91619908437133,116.491735,39.72921,22.7,8.900427632631454,45,56.78116855439635,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2245,1699941111021,1699941111263,-242.0179622369135,116.491735,39.72921,22.7,8.899761516011901,47,56.78252761506064,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2246,1699941111064,1699941111287,-223.09124070561825,116.491735,39.72921,22.7,8.900175868349619,47,56.75798088642823,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2247,1699941111111,1699941111360,-249.42606427499348,116.491735,39.72921,22.7,8.900302944303633,47,56.77108158537671,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2248,1699941111130,1699941111367,-237.92780311374383,116.491735,39.72921,22.7,8.900243324790944,47,56.72391463372461,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2249,1699941111168,1699941111412,-244.55289454577616,116.491735,39.72921,22.7,8.901003287550942,46,56.689415261727554,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2250,1699941111202,1699941111447,-245.3105684536482,116.491735,39.72921,22.7,8.900454476955673,45,56.70446881256736,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2251,1699941111221,1699941111461,-240.55741695423927,116.491735,39.72921,22.7,8.900314721933576,47,56.7006130757285,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2252,1699941111239,1699941111467,-228.3633675690457,116.491735,39.72921,22.7,8.90011991018687,47,56.68192158783869,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2253,1699941111254,1699941111483,-229.90030942210765,116.491735,39.72921,22.7,8.900189981408518,46,56.696395827779874,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2254,1699941111287,1699941111512,-225.5396071303726,116.491735,39.72921,22.7,8.90108456556364,45,56.68899127925146,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2255,1699941111319,1699941111553,-234.8105957995804,116.491735,39.72921,22.7,8.90085548785309,46,56.66732906937,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
