序号,接收时间戳,发送时间戳,时延（毫秒）,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,纬度,经度,海拔,速度（km/h）,锁星数,地面航向(度）,AID,ID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label
1187,1699941196,1699941196,-238.962,99,959,138,116.493936,39.730263,23.3,9.593,46,55.7,3619,,8000001,7,8,-119,-90,3,0,5,-119,55140,47,4264,QPSK,SPAT,normal
1189,1699941196,1699941196,-222.717,101,960,139,116.493942,39.730266,23.3,9.593,46,55.7,3619,,8000001,7,8,-118,-89,4,0,5,-118,55140,47,4264,QPSK,SPAT,normal
1190,1699941196,1699941196,-236.119,102,961,139,116.493944,39.730268,23.3,9.593,46,55.7,3619,,8000001,7,8,-120,-91,2,0,5,-120,55140,47,4264,QPSK,SPAT,normal
1191,1699941196,1699941197,-234.882,103,962,139,116.493947,39.730269,23.3,9.593,46,55.7,3619,,8000001,7,8,-118,-89,3,0,5,-118,55140,47,4264,QPSK,SPAT,normal
1192,1699941196,1699941197,-233.369,104,963,139,116.49395,39.730271,23.3,9.593,46,55.7,3619,3030303030310000,8000001,7,8,-118,-90,4,0,5,-118,55140,47,4264,QPSK,SPAT,normal
1193,1699941197,1699941197,-242.075,105,964,139,116.493952,39.730272,23.3,9.593,46,55.7,3619,,8000001,7,8,-115,-87,7,0,5,-115,55140,47,4264,QPSK,SPAT,normal
1194,1699941197,1699941197,-241.127,106,965,139,116.493955,39.730273,23.3,9.667,46,55.44,3619,797A687523323237,8000001,7,8,-119,-90,3,0,5,-119,55140,47,4264,QPSK,SPAT,normal
1196,1699941197,1699941197,-229.137,107,966,139,116.493959,39.730275,23.3,9.667,46,55.44,3619,CCC747DFBE6C0100,8000001,7,8,-119,-90,2,0,5,-119,55140,47,4264,QPSK,SPAT,normal
1197,1699941197,1699941197,-226.3,109,967,140,116.493963,39.730277,23.3,9.742,46,56.35,3619,,8000001,7,8,-118,-89,4,0,5,-118,55140,47,4264,QPSK,SPAT,normal
1198,1699941197,1699941197,-222.926,112,968,142,116.493972,39.730282,23.3,9.667,46,55.44,3619,3100000000000000,8000001,7,8,-117,-88,5,0,5,-117,55140,47,4264,QPSK,SPAT,normal
1200,1699941197,1699941198,-241.559,113,969,142,116.493974,39.730283,23.3,9.667,46,55.44,3619,,8000001,7,8,-119,-90,3,0,5,-119,55140,47,4264,QPSK,SPAT,normal
1201,1699952534,1699952535,-297.567,91,2898,2317,116.493584,39.728341,23.4,8.186,52,343.05,3619,797A687523323236,8000001,7,8,-113,-85,8,0,5,-113,55140,47,4264,QPSK,SPAT,normal
1202,1699952534,1699952535,-294.185,92,2899,2317,116.493583,39.728343,23.4,7.982,52,344.88,3619,,8000001,7,8,-117,-88,6,0,5,-117,55140,47,4264,QPSK,SPAT,normal
1204,1699952535,1699952535,-296.543,93,2900,2317,116.493582,39.728346,23.4,8.186,52,343.05,3619,,8000001,7,8,-115,-85,3,0,5,-115,55140,47,4264,QPSK,SPAT,normal
1205,1699952535,1699952535,-294.412,94,2901,2317,116.493581,39.728348,23.4,8.186,52,343.05,3619,,8000001,7,8,-114,-86,8,0,5,-114,55140,47,4264,QPSK,SPAT,normal
1206,1699952535,1699952535,-297.307,95,2902,2317,116.49358,39.728349,23.4,8.186,52,343.05,3619,,8000001,7,8,-116,-88,6,0,5,-116,55140,47,4264,QPSK,SPAT,normal
1208,1699952535,1699952535,-293.799,96,2903,2317,116.49358,39.728352,23.4,8.186,52,343.05,3619,,8000001,7,8,-111,-83,6,0,5,-111,55140,47,4264,QPSK,SPAT,normal
1209,1699952535,1699952535,-296.844,97,2904,2317,116.493579,39.728353,23.4,8.186,52,343.05,3619,797A687523323439,8000001,7,8,-115,-86,7,0,5,-115,55140,47,4264,QPSK,SPAT,normal
1210,1699952535,1699952535,-292.276,98,2905,2317,116.493578,39.728356,23.4,8.186,52,343.05,3619,,8000001,7,8,-117,-88,5,0,5,-117,55140,47,4264,QPSK,SPAT,normal
1211,1699952535,1699952535,-296.692,99,2906,2317,116.493577,39.728358,23.4,8.186,52,343.05,3619,,8000001,7,8,-119,-90,3,0,5,-119,55140,47,4264,QPSK,SPAT,normal
1213,1699952535,1699952536,-291.79,100,2907,2317,116.493576,39.72836,23.4,8.186,52,343.05,3619,,8000001,7,8,-120,-90,3,0,5,-120,55140,47,4264,QPSK,SPAT,normal
1214,1699952535,1699952536,-288.64,101,2908,2317,116.493575,39.728362,23.4,8.186,52,343.05,3619,,8000001,7,8,-116,-87,5,0,5,-116,55140,47,4264,QPSK,SPAT,normal
1215,1699952535,1699952536,-293.487,102,2909,2317,116.493574,39.728365,23.4,8.186,52,343.05,3619,,8000001,7,8,-114,-86,8,0,5,-114,55140,47,4264,QPSK,SPAT,normal
1216,1699952536,1699952536,-291.803,103,2910,2317,116.493573,39.728367,23.4,8.186,52,343.05,3619,797A687523323439,8000001,7,8,-119,-88,-1,0,5,-119,55140,47,4264,QPSK,SPAT,normal
1217,1699952536,1699952536,-285.331,104,2911,2317,116.493573,39.728369,23.4,8.186,52,343.05,3619,,8000001,7,8,-118,-89,2,0,5,-118,55140,47,4264,QPSK,SPAT,normal
1218,1699952536,1699952536,-297.405,105,2912,2317,116.493572,39.72837,23.4,8.186,52,343.05,3619,,8000001,7,8,-119,-90,4,0,5,-119,55140,47,4264,QPSK,SPAT,normal
1221,1699952536,1699952536,-291.831,106,2913,2317,116.493571,39.728373,23.4,8.186,52,343.05,3619,,8000001,7,8,-116,-87,6,0,5,-116,55140,47,4264,QPSK,SPAT,normal
1222,1699952536,1699952536,-293.55,107,2914,2317,116.49357,39.728375,23.4,8.186,52,343.05,3619,,8000001,7,8,-118,-90,4,0,5,-118,55140,47,4264,QPSK,SPAT,normal
1223,1699952536,1699952536,-275.74,109,2915,2318,116.493568,39.728379,23.4,8.186,52,343.05,3619,,8000001,7,8,-123,-92,0,0,5,-123,55140,47,4264,QPSK,SPAT,normal
1224,1699952536,1699952537,-292.043,110,2916,2318,116.493567,39.728381,23.4,8.186,52,343.05,3619,,8000001,7,8,-120,-91,2,0,5,-120,55140,47,4264,QPSK,SPAT,normal
1226,1699952536,1699952537,-1278.661,112,2917,2319,116.493565,39.728386,23.4,8.186,52,343.05,3619,,8000001,7,8,-116,-88,6,0,5,-116,55140,47,4264,QPSK,SPAT,normal
1227,1699952537,1699952537,-294.936,113,2918,2319,116.493565,39.728387,23.4,8.186,52,343.05,3619,,8000001,7,8,-119,-90,4,0,5,-119,55140,47,4264,QPSK,SPAT,normal
1228,1699952537,1699952537,-293.099,114,2919,2319,116.493564,39.728389,23.4,8.186,52,343.05,3619,,8000001,7,8,-120,-91,2,0,5,-120,55140,47,4264,QPSK,SPAT,normal
1229,1699952537,1699952537,-289.246,115,2920,2319,116.493563,39.728391,23.3,8.093,52,343.56,3619,,8000001,7,8,-116,-88,6,0,5,-116,55140,47,4264,QPSK,SPAT,normal
1230,1699952537,1699952537,-291.805,116,2921,2319,116.493563,39.728392,23.3,8.093,52,343.56,3619,,8000001,7,8,-115,-87,7,0,5,-115,55140,47,4264,QPSK,SPAT,normal
1231,1699952537,1699952537,-291.87,117,2922,2319,116.493562,39.728395,23.4,8.186,52,343.05,3619,,8000001,7,8,-116,-87,7,0,5,-116,55140,47,4264,QPSK,SPAT,normal
1233,1699952537,1699952537,-296.134,118,2923,2319,116.493561,39.728397,23.4,8.186,52,343.05,3619,,8000001,7,8,-117,-88,5,0,5,-117,55140,47,4264,QPSK,SPAT,normal
1234,1699952537,1699952537,-296.291,119,2924,2319,116.49356,39.728399,23.4,8.186,52,343.05,3619,,8000001,7,8,-115,-87,7,0,5,-115,55140,47,4264,QPSK,SPAT,normal
1235,1699952537,1699952538,-290.594,120,2925,2319,116.493559,39.728401,23.3,8.093,52,343.56,3619,,8000001,7,8,-116,-88,6,0,5,-116,55140,47,4264,QPSK,SPAT,normal
1236,1699952537,1699952538,-292.469,121,2926,2319,116.493558,39.728403,23.4,8.186,52,343.05,3619,,8000001,7,8,-113,-86,9,0,5,-113,55140,47,4264,QPSK,SPAT,normal
1237,1699952537,1699952538,-292.199,122,2927,2319,116.493557,39.728405,23.3,8.093,52,343.56,3619,,8000001,7,8,-112,-84,9,0,5,-112,55140,47,4264,QPSK,SPAT,normal
1238,1699952538,1699952538,-292.529,123,2928,2319,116.493556,39.728407,23.3,8.093,52,343.56,3619,,8000001,7,8,-115,-87,8,0,5,-115,55140,47,4264,QPSK,SPAT,normal
1240,1699952538,1699952538,-291.654,124,2929,2319,116.493556,39.728409,23.3,8.093,52,343.56,3619,,8000001,7,8,-111,-84,10,0,5,-111,55140,47,4264,QPSK,SPAT,normal
1241,1699952538,1699952538,-294.844,125,2930,2319,116.493555,39.728411,23.3,8.093,52,343.56,3619,,8000001,7,8,-112,-85,9,0,5,-112,55140,47,4264,QPSK,SPAT,normal
1243,1699952538,1699952538,-290.094,126,2931,2319,116.493554,39.728413,23.3,8.093,52,343.56,3619,,8000001,7,8,-108,-81,13,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1244,1699952538,1699952538,-286.769,127,2932,2319,116.493553,39.728414,23.3,8.093,52,343.56,3619,,8000001,7,8,-110,-82,12,0,5,-110,55140,47,4264,QPSK,SPAT,normal
1245,1699952538,1699952538,-294.086,1,2933,2320,116.493553,39.728416,23.3,8.093,52,343.56,3619,,8000001,7,8,-112,-84,10,0,5,-112,55140,47,4264,QPSK,SPAT,normal
1246,1699952538,1699952538,-294.324,2,2934,2320,116.493552,39.728417,23.3,8.093,52,343.56,3619,,8000001,7,8,-110,-82,7,0,5,-110,55140,47,4264,QPSK,SPAT,normal
1248,1699952538,1699952539,-290.591,3,2935,2320,116.493551,39.728419,23.3,8.093,52,343.56,3619,,8000001,7,8,-109,-82,12,0,5,-109,55140,47,4264,QPSK,SPAT,normal
1249,1699952538,1699952539,-296.874,4,2936,2320,116.49355,39.728421,23.3,8.093,52,343.56,3619,,8000001,7,8,-114,-85,4,0,5,-114,55140,47,4264,QPSK,SPAT,normal
1250,1699952538,1699952539,-290.07,5,2937,2320,116.493549,39.728423,23.3,8.093,52,343.56,3619,,8000001,7,8,-110,-83,7,0,5,-110,55140,47,4264,QPSK,SPAT,normal
1251,1699952539,1699952539,-294.224,6,2938,2320,116.493549,39.728424,23.3,8.093,52,343.56,3619,,8000001,7,8,-110,-83,10,0,5,-110,55140,47,4264,QPSK,SPAT,normal
1252,1699952539,1699952539,-298.471,7,2939,2320,116.493548,39.728426,23.3,8.093,52,343.56,3619,,8000001,7,8,-107,-79,12,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1253,1699952539,1699952539,-290.061,8,2940,2320,116.493547,39.728428,23.2,8.093,52,343.56,3619,,8000001,7,8,-109,-81,11,0,5,-109,55140,47,4264,QPSK,SPAT,normal
1256,1699952539,1699952539,-297.089,9,2941,2320,116.493546,39.72843,23.3,8.093,52,343.56,3619,,8000001,7,8,-107,-79,15,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1257,1699952539,1699952539,-294.464,10,2942,2320,116.493545,39.728432,23.2,8.093,52,343.56,3619,,8000001,7,8,-107,-80,9,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1258,1699952539,1699952539,-297.61,11,2943,2320,116.493544,39.728434,23.2,8.093,52,343.56,3619,,8000001,7,8,-109,-82,12,0,5,-109,55140,47,4264,QPSK,SPAT,normal
1259,1699952539,1699952539,-292.863,12,2944,2320,116.493542,39.728437,23.3,8.093,52,343.56,3619,,8000001,7,8,-110,-82,11,0,5,-110,55140,47,4264,QPSK,SPAT,normal
1260,1699952539,1699952540,-290.138,13,2945,2320,116.493541,39.728439,23.3,8.093,52,343.56,3619,,8000001,7,8,-109,-81,8,0,5,-109,55140,47,4264,QPSK,SPAT,normal
1261,1699952539,1699952540,-293.664,14,2946,2320,116.49354,39.728441,23.3,8.093,52,343.56,3619,,8000001,7,8,-110,-81,7,0,5,-110,55140,47,4264,QPSK,SPAT,normal
1263,1699952539,1699952540,-298.745,15,2947,2320,116.493539,39.728443,23.2,8.093,52,343.56,3619,,8000001,7,8,-110,-83,10,0,5,-110,55140,47,4264,QPSK,SPAT,normal
1264,1699952540,1699952540,-294.226,16,2948,2320,116.493538,39.728446,23.2,8.093,52,343.56,3619,,8000001,7,8,-110,-79,-1,0,5,-110,55140,47,4264,QPSK,SPAT,normal
1265,1699952540,1699952540,-297.366,17,2949,2320,116.493537,39.728447,23.1,8.093,52,343.56,3619,,8000001,7,8,-108,-80,10,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1266,1699952540,1699952540,-284.827,18,2950,2320,116.493536,39.728449,23.2,8.093,52,343.56,3619,,8000001,7,8,-108,-81,12,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1268,1699952540,1699952540,-296.223,19,2951,2320,116.493536,39.728451,23.1,8.093,52,343.56,3619,,8000001,7,8,-114,-84,3,0,5,-114,55140,47,4264,QPSK,SPAT,normal
1269,1699952540,1699952540,-294.024,20,2952,2320,116.493535,39.728453,23.1,8.093,52,343.56,3619,,8000001,7,8,-110,-82,12,0,5,-110,55140,47,4264,QPSK,SPAT,normal
1271,1699952540,1699952540,-289.546,21,2953,2320,116.493534,39.728456,23.2,8.093,52,343.56,3619,,8000001,7,8,-109,-81,12,0,5,-109,55140,47,4264,QPSK,SPAT,normal
1272,1699952540,1699952540,-291.883,22,2954,2320,116.493533,39.728458,23.2,8.093,52,343.56,3619,,8000001,7,8,-109,-82,12,0,5,-109,55140,47,4264,QPSK,SPAT,normal
1273,1699952540,1699952541,-297.225,23,2955,2320,116.493532,39.72846,23.1,8.093,52,343.56,3619,,8000001,7,8,-110,-83,11,0,5,-110,55140,47,4264,QPSK,SPAT,normal
1274,1699952540,1699952541,-295.814,24,2956,2320,116.493531,39.728462,23.1,8.093,52,343.56,3619,,8000001,7,8,-109,-81,13,0,5,-109,55140,47,4264,QPSK,SPAT,normal
1275,1699952540,1699952541,-296.177,25,2957,2320,116.49353,39.728464,23.1,8.093,52,343.56,3619,,8000001,7,8,-106,-79,14,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1276,1699952541,1699952541,-293.688,26,2958,2320,116.49353,39.728466,23.1,8.093,52,343.56,3619,797A687523323937,8000001,7,8,-107,-80,14,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1277,1699952541,1699952541,-292.743,27,2959,2320,116.493529,39.728468,23.1,8.093,52,343.56,3619,,8000001,7,8,-106,-79,15,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1279,1699952541,1699952541,-296.113,28,2960,2320,116.493528,39.728471,23.1,8.093,52,343.56,3619,,8000001,7,8,-104,-77,11,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1281,1699952541,1699952541,-296.403,29,2961,2320,116.493528,39.728472,23.1,8.093,52,343.56,3619,,8000001,7,8,-108,-80,12,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1282,1699952541,1699952541,-287.486,30,2962,2320,116.493527,39.728474,23.1,8.093,52,343.56,3619,,8000001,7,8,-107,-80,11,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1283,1699952541,1699952541,-291.576,31,2963,2320,116.493526,39.728476,23.1,8.093,52,343.56,3619,,8000001,7,8,-106,-78,11,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1284,1699952541,1699952541,-292.892,32,2964,2320,116.493526,39.728478,23.1,8.093,52,343.56,3619,,8000001,7,8,-109,-81,12,0,5,-109,55140,47,4264,QPSK,SPAT,normal
1285,1699952541,1699952542,-297.402,33,2965,2320,116.493525,39.728481,23.1,8.093,52,343.56,3619,,8000001,7,8,-108,-80,12,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1287,1699952541,1699952542,-291.582,34,2966,2320,116.493524,39.728482,23.1,8.093,52,343.56,3619,,8000001,7,8,-108,-80,13,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1288,1699952542,1699952542,-294.387,35,2967,2320,116.493523,39.728485,23.1,8.093,52,343.56,3619,,8000001,7,8,-107,-79,13,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1289,1699952542,1699952542,-291.369,36,2968,2320,116.493523,39.728486,23.2,8.093,52,343.56,3619,,8000001,7,8,-107,-80,13,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1290,1699952542,1699952542,-295.198,37,2969,2320,116.493522,39.728489,23.1,8.093,52,343.56,3619,,8000001,7,8,-107,-80,14,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1291,1699952542,1699952542,-293.448,38,2970,2320,116.493521,39.728491,23.2,8.093,52,343.56,3619,,8000001,7,8,-107,-79,8,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1293,1699952542,1699952542,-295.36,39,2971,2320,116.49352,39.728492,23.2,8.093,52,343.56,3619,,8000001,7,8,-108,-81,12,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1295,1699952542,1699952542,-290.873,40,2972,2320,116.493519,39.728494,23.1,8.093,52,343.56,3619,,8000001,7,8,-108,-80,8,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1296,1699952542,1699952542,-293.157,41,2973,2320,116.493519,39.728496,23.1,8.093,52,343.56,3619,,8000001,7,8,-110,-82,11,0,5,-110,55140,47,4264,QPSK,SPAT,normal
1297,1699952542,1699952542,-290.187,42,2974,2320,116.493518,39.728498,23.2,8.093,52,343.56,3619,,8000001,7,8,-108,-81,13,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1298,1699952542,1699952543,-286.72,43,2975,2320,116.493517,39.728501,23.1,8.093,52,343.56,3619,,8000001,7,8,-107,-79,8,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1299,1699952542,1699952543,-292.245,44,2976,2320,116.493516,39.728503,23.2,8.093,52,343.56,3619,,8000001,7,8,-108,-81,12,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1300,1699952542,1699952543,-294.195,45,2977,2320,116.493515,39.728505,23.1,8.093,52,343.56,3619,,8000001,7,8,-108,-80,7,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1302,1699952543,1699952543,-290.892,46,2978,2320,116.493514,39.728507,23.2,8.093,52,343.56,3619,,8000001,7,8,-107,-79,14,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1303,1699952543,1699952543,-294.394,47,2979,2320,116.493514,39.728508,23.2,8.093,52,343.56,3619,,8000001,7,8,-109,-81,13,0,5,-109,55140,47,4264,QPSK,SPAT,normal
1304,1699952543,1699952543,-290.597,48,2980,2320,116.493513,39.72851,23.2,8.093,52,343.56,3619,,8000001,7,8,-106,-78,10,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1306,1699952543,1699952543,-294.757,49,2981,2320,116.493512,39.728511,23.2,8.093,52,343.56,3619,,8000001,7,8,-105,-78,15,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1307,1699952543,1699952543,-297.692,50,2982,2320,116.493512,39.728512,23.2,8.093,51,343.56,3619,,8000001,7,8,-106,-78,9,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1308,1699952543,1699952543,-295.058,51,2983,2320,116.493511,39.728514,23.2,8.093,52,343.56,3619,,8000001,7,8,-106,-78,15,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1310,1699952543,1699952543,-291.67,52,2984,2320,116.49351,39.728515,23.2,8.093,52,343.56,3619,,8000001,7,8,-105,-78,16,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1311,1699952543,1699952544,-293.406,53,2985,2320,116.49351,39.728517,23.2,8.093,51,343.56,3619,,8000001,7,8,-106,-79,13,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1312,1699952543,1699952544,-296.214,54,2986,2320,116.493509,39.728518,23.2,8.093,51,343.56,3619,,8000001,7,8,-107,-79,12,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1313,1699952543,1699952544,-293.45,55,2987,2320,116.493508,39.72852,23.2,8.093,52,343.56,3619,,8000001,7,8,-109,-81,12,0,5,-109,55140,47,4264,QPSK,SPAT,normal
1314,1699952544,1699952544,-290.463,56,2988,2320,116.493508,39.728521,23.2,8.093,51,343.56,3619,,8000001,7,8,-109,-82,12,0,5,-109,55140,47,4264,QPSK,SPAT,normal
1315,1699952544,1699952544,-291.433,57,2989,2320,116.493507,39.728523,23.2,8.093,52,343.56,3619,,8000001,7,8,-107,-79,12,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1317,1699952544,1699952544,-296.935,58,2990,2320,116.493506,39.728525,23.2,8.093,51,343.56,3619,,8000001,7,8,-106,-78,11,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1319,1699952544,1699952544,-293.495,59,2991,2320,116.493505,39.728528,23.2,8.093,51,343.56,3619,,8000001,7,8,-108,-80,13,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1320,1699952544,1699952544,-297.671,60,2992,2320,116.493504,39.72853,23.2,8.093,51,343.56,3619,,8000001,7,8,-104,-77,11,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1321,1699952544,1699952544,-293.254,61,2993,2320,116.493503,39.728533,23.2,8.093,51,343.56,3619,,8000001,7,8,-105,-78,15,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1322,1699952544,1699952544,-289.469,62,2994,2320,116.493501,39.728536,23.2,8.093,51,343.56,3619,,8000001,7,8,-107,-79,14,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1323,1699952544,1699952545,-292.852,63,2995,2320,116.4935,39.728539,23.2,8.093,51,343.56,3619,,8000001,7,8,-105,-78,12,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1324,1699952544,1699952545,-294.904,64,2996,2320,116.493499,39.728541,23.1,8.093,51,343.56,3619,,8000001,7,8,-108,-81,11,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1326,1699952545,1699952545,-294.526,65,2997,2320,116.493498,39.728544,23.1,8.093,51,343.56,3619,,8000001,7,8,-107,-79,14,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1327,1699952545,1699952545,-291.051,66,2998,2320,116.493498,39.728545,23.1,7.704,51,342.8,3619,,8000001,7,8,-106,-78,12,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1328,1699952545,1699952545,-294.199,67,2999,2320,116.493497,39.728547,23.1,7.704,51,342.8,3619,,8000001,7,8,-106,-78,14,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1329,1699952545,1699952545,-297.53,68,3000,2320,116.493496,39.728549,23.1,8.093,51,343.56,3619,3030303030310000,8000001,7,8,-109,-81,9,0,5,-109,55140,47,4264,QPSK,SPAT,normal
1331,1699952545,1699952545,-293.331,69,3001,2320,116.493496,39.728551,23.1,7.704,51,342.8,3619,797A687523323937,8000001,7,8,-105,-77,13,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1332,1699952545,1699952545,-296.69,70,3002,2320,116.493495,39.728553,23.1,8.093,51,343.56,3619,,8000001,7,8,-107,-80,14,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1334,1699952545,1699952545,-292.394,71,3003,2320,116.493494,39.728555,23.1,8.093,51,343.56,3619,,8000001,7,8,-106,-78,11,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1335,1699952545,1699952545,-293.392,72,3004,2320,116.493493,39.728557,23.1,8.093,51,343.56,3619,,8000001,7,8,-105,-78,15,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1336,1699952545,1699952546,-296.686,73,3005,2320,116.493493,39.728558,23.1,7.704,51,342.8,3619,,8000001,7,8,-104,-77,14,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1337,1699952545,1699952546,-297.476,74,3006,2320,116.493492,39.72856,23.1,7.704,51,342.8,3619,,8000001,7,8,-104,-77,15,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1338,1699952546,1699952546,-291.68,75,3007,2320,116.493492,39.728562,23.1,7.704,51,342.8,3619,,8000001,7,8,-103,-76,16,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1339,1699952546,1699952546,-295.705,76,3008,2320,116.493491,39.728563,23.2,7.797,50,341.66,3619,,8000001,7,8,-104,-77,15,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1341,1699952546,1699952546,-294.649,77,3009,2320,116.49349,39.728565,23.2,7.797,50,341.66,3619,,8000001,7,8,-105,-78,13,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1342,1699952546,1699952546,-295.469,78,3010,2320,116.493489,39.728567,23.2,7.797,50,341.66,3619,3030303030310000,8000001,7,8,-105,-78,13,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1344,1699952546,1699952546,-293.447,79,3011,2320,116.493489,39.728568,23.2,7.797,50,341.66,3619,,8000001,7,8,-104,-77,16,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1345,1699952546,1699952546,-296.507,80,3012,2320,116.493488,39.72857,23.2,7.797,50,341.66,3619,,8000001,7,8,-103,-76,12,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1346,1699952546,1699952546,-291.725,81,3013,2320,116.493487,39.728571,23.2,7.797,50,341.66,3619,,8000001,7,8,-104,-77,14,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1347,1699952546,1699952546,-296.282,82,3014,2320,116.493487,39.728573,23.1,7.704,51,342.8,3619,,8000001,7,8,-104,-76,15,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1349,1699952546,1699952547,-290.644,83,3015,2320,116.493486,39.728575,23.1,7.704,51,342.8,3619,,8000001,7,8,-103,-76,13,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1350,1699952546,1699952547,-291.001,84,3016,2320,116.493485,39.728577,23.1,7.704,51,342.8,3619,,8000001,7,8,-103,-75,12,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1351,1699952547,1699952547,-293.361,85,3017,2320,116.493484,39.728578,23.1,7.704,51,342.8,3619,797A687523323237,8000001,7,8,-104,-76,14,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1352,1699952547,1699952547,-295.698,86,3018,2320,116.493483,39.72858,23.2,7.797,50,341.66,3619,,8000001,7,8,-103,-75,14,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1353,1699952547,1699952547,-293.331,87,3019,2320,116.493483,39.728582,23.3,7.797,52,341.66,3619,,8000001,7,8,-103,-75,16,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1354,1699952547,1699952547,-290.674,88,3020,2320,116.493481,39.728584,23.2,7.797,50,341.66,3619,3030303030310000,8000001,7,8,-102,-75,18,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1357,1699952547,1699952547,-293.424,89,3021,2320,116.493481,39.728586,23.3,7.797,52,341.66,3619,,8000001,7,8,-102,-74,14,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1358,1699952547,1699952547,-288.304,90,3022,2320,116.49348,39.728588,23.2,7.797,50,341.66,3619,,8000001,7,8,-101,-74,12,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1359,1699952547,1699952547,-291.258,91,3023,2320,116.493479,39.72859,23.2,7.797,50,341.66,3619,,8000001,7,8,-101,-74,18,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1360,1699952547,1699952548,-297.617,92,3024,2320,116.493478,39.728592,23.2,7.797,50,341.66,3619,,8000001,7,8,-101,-74,13,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1361,1699952547,1699952548,-290.821,93,3025,2320,116.493477,39.728594,23.2,7.797,50,341.66,3619,,8000001,7,8,-103,-76,16,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1362,1699952547,1699952548,-296.715,94,3026,2320,116.493477,39.728596,23.3,7.797,52,341.66,3619,797A687523323937,8000001,7,8,-102,-75,14,0,5,-102,55140,47,4264,QPSK,SPAT,normal
