序号,接收时间戳,发送时间戳,时延（毫秒）,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,纬度,经度,海拔,速度（km/h）,锁星数,地面航向(度）,AID,ID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label
2269,1699952620,1699952620,-296.182,51,3744,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2270,1699952620,1699952620,-291.665,52,3745,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,13,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2271,1699952620,1699952620,-293.174,53,3746,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2272,1699952620,1699952620,-293.03,54,3747,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2273,1699952620,1699952620,-295.263,55,3748,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2275,1699952620,1699952620,-295.768,56,3749,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,17,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2277,1699952620,1699952620,-294.325,57,3750,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2278,1699952620,1699952621,-296.211,58,3751,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2279,1699952620,1699952621,-294.139,59,3752,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2280,1699952620,1699952621,-290.997,60,3753,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2281,1699952621,1699952621,-294.976,61,3754,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,17,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2282,1699952621,1699952621,-297.967,62,3755,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2284,1699952621,1699952621,-294.942,63,3756,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2285,1699952621,1699952621,-297.928,64,3757,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2286,1699952621,1699952621,-295.699,65,3758,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2288,1699952621,1699952621,-297.722,66,3759,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2289,1699952621,1699952621,-294.251,67,3760,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2290,1699952621,1699952622,-290.931,68,3761,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2292,1699952621,1699952622,-291.515,69,3762,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2293,1699952621,1699952622,-290.66,70,3763,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2294,1699952622,1699952622,-295.034,71,3764,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,17,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2295,1699952622,1699952622,-290.276,72,3765,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2296,1699952622,1699952622,-295.133,73,3766,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323439,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2297,1699952622,1699952622,-291.934,74,3767,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2299,1699952622,1699952622,-294.032,75,3768,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2301,1699952622,1699952622,-290.041,76,3769,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2302,1699952622,1699952622,-290.658,77,3770,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2303,1699952622,1699952623,-297.906,78,3771,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,16,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2304,1699952622,1699952623,-293.355,79,3772,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323439,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2305,1699952622,1699952623,-289.438,80,3773,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,14,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2307,1699952623,1699952623,-297.536,81,3774,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2308,1699952623,1699952623,-289.122,82,3775,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2309,1699952623,1699952623,-287.485,83,3776,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2310,1699952623,1699952623,-297.807,84,3777,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2311,1699952623,1699952623,-296.643,85,3778,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323439,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2313,1699952623,1699952623,-290.36,86,3779,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323937,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2314,1699952623,1699952623,-293.445,87,3780,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2316,1699952623,1699952624,-297.476,88,3781,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2317,1699952623,1699952624,-293.751,89,3782,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323937,8000001,7,8,-93,-65,17,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2318,1699952623,1699952624,-289.74,90,3783,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2319,1699952624,1699952624,-293.929,91,3784,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2320,1699952624,1699952624,-289.228,92,3785,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323937,8000001,7,8,-93,-65,13,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2321,1699952624,1699952624,-293.213,93,3786,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,14,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2323,1699952624,1699952624,-293.586,94,3787,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,17,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2324,1699952624,1699952624,-292.552,95,3788,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2326,1699952624,1699952624,-296.683,96,3789,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2327,1699952624,1699952624,-293.57,97,3790,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2328,1699952624,1699952625,-296.494,98,3791,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323937,8000001,7,8,-93,-65,16,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2329,1699952624,1699952625,-292.357,99,3792,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,17,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2331,1699952624,1699952625,-294.884,100,3793,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2332,1699952625,1699952625,-295.081,101,3794,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2333,1699952625,1699952625,-296.222,102,3795,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2334,1699952625,1699952625,-292.889,103,3796,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2335,1699952625,1699952625,-293.71,104,3797,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,16,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2336,1699952625,1699952625,-291.85,105,3798,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2339,1699952625,1699952625,-289.418,106,3799,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2340,1699952625,1699952625,-291.342,107,3800,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,16,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2341,1699952625,1699952626,-295.835,108,3801,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2342,1699952625,1699952626,-296.043,109,3802,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2343,1699952625,1699952626,-295.819,110,3803,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2344,1699952626,1699952626,-293.337,111,3804,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-66,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2346,1699952626,1699952626,-295.768,112,3805,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2347,1699952626,1699952626,-292.795,113,3806,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2348,1699952626,1699952626,-289.437,114,3807,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2349,1699952626,1699952626,-292.377,115,3808,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2351,1699952626,1699952626,-287.599,116,3809,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2352,1699952626,1699952626,-293.502,117,3810,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2354,1699952626,1699952627,-287.563,118,3811,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2355,1699952626,1699952627,-294.212,119,3812,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2356,1699952626,1699952627,-295.002,120,3813,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2357,1699952627,1699952627,-291.868,121,3814,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2358,1699952627,1699952627,-296.723,122,3815,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323439,8000001,7,8,-92,-65,18,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2359,1699952627,1699952627,-292.429,123,3816,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2361,1699952627,1699952627,-297.151,124,3817,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2362,1699952627,1699952627,-291.629,125,3818,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323334,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2364,1699952627,1699952627,-283.367,126,3819,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2365,1699952627,1699952627,-291.648,127,3820,2327,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,17,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2366,1699952627,1699952628,-295.614,1,3821,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323439,8000001,7,8,-92,-65,14,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2367,1699952627,1699952628,-288.618,2,3822,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2368,1699952627,1699952628,-294.514,3,3823,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2370,1699952628,1699952628,-295.251,4,3824,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2371,1699952628,1699952628,-297.607,5,3825,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2372,1699952628,1699952628,-292.247,6,3826,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2373,1699952628,1699952628,-296.192,7,3827,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,14,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2374,1699952628,1699952628,-291.083,8,3828,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2376,1699952628,1699952628,-295.515,9,3829,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2378,1699952628,1699952628,-291.549,10,3830,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2379,1699952628,1699952629,-293.455,11,3831,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2380,1699952628,1699952629,-286.664,12,3832,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,14,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2381,1699952628,1699952629,-294.337,13,3833,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,18,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2382,1699952629,1699952629,-290.633,14,3834,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2383,1699952629,1699952629,-298.107,15,3835,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2385,1699952629,1699952629,-290.188,16,3836,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2386,1699952629,1699952629,-296.132,17,3837,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2387,1699952629,1699952629,-298.701,18,3838,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,17,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2389,1699952629,1699952629,-293.959,19,3839,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,14,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2390,1699952629,1699952629,-290.185,20,3840,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2391,1699952629,1699952630,-290.57,21,3841,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,16,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2393,1699952629,1699952630,-289.716,22,3842,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,14,2,5,-93,55140,47,4264,QPSK,SPAT,normal
2394,1699952629,1699952630,-293.151,23,3843,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,17,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2395,1699952630,1699952630,-298.208,24,3844,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,14,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2396,1699952630,1699952630,-281.521,25,3845,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,13,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2397,1699952630,1699952630,-297.704,26,3846,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,17,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2398,1699952630,1699952630,-292.999,27,3847,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,3030303030310000,8000001,7,8,-93,-66,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2400,1699952630,1699952630,-298.438,28,3848,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-65,14,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2402,1699952630,1699952630,-292.745,29,3849,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-95,-67,16,1,5,-95,55140,47,4264,QPSK,SPAT,normal
2403,1699952630,1699952630,-288.155,30,3850,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-96,-69,14,0,5,-96,55140,47,4264,QPSK,SPAT,normal
2404,1699952630,1699952631,-286.626,31,3851,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,14,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2405,1699952630,1699952631,-296.485,32,3852,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-95,-68,13,1,5,-95,55140,47,4264,QPSK,SPAT,normal
2406,1699952630,1699952631,-288.189,33,3853,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-94,-67,15,0,5,-94,55140,47,4264,QPSK,SPAT,normal
2408,1699952631,1699952631,-296.737,34,3854,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-94,-66,17,1,5,-94,55140,47,4264,QPSK,SPAT,normal
2409,1699952631,1699952631,-283.892,35,3855,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,13,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2410,1699952631,1699952631,-291.253,36,3856,2328,116.493047,39.72966,23.4,4.26,52,343.79,3619,,8000001,7,8,-93,-65,16,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2411,1699952631,1699952631,-292.92,37,3857,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-94,-66,15,0,5,-94,55140,47,4264,QPSK,SPAT,normal
2412,1699952631,1699952631,-297.888,38,3858,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323439,8000001,7,8,-92,-65,14,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2414,1699952631,1699952631,-286.579,39,3859,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-66,14,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2416,1699952631,1699952631,-291.28,40,3860,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-93,-66,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2417,1699952631,1699952632,-291.92,41,3861,2328,116.493047,39.72966,23.4,4.26,52,343.79,3619,797A687523323334,8000001,7,8,-93,-66,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2418,1699952631,1699952632,-292.465,42,3862,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,13,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2419,1699952631,1699952632,-298.512,43,3863,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2420,1699952632,1699952632,-295.294,44,3864,2328,116.493047,39.72966,23.4,4.26,53,343.79,3619,797A687523323439,8000001,7,8,-91,-64,16,0,5,-91,55140,47,4264,QPSK,SPAT,normal
2421,1699952632,1699952632,-286.5,45,3865,2328,116.493046,39.729663,23.4,4.26,52,343.79,3619,,8000001,7,8,-91,-64,13,0,5,-91,55140,47,4264,QPSK,SPAT,normal
2422,1699952632,1699952632,-295.593,46,3866,2328,116.493046,39.729664,23.4,4.26,52,343.79,3619,,8000001,7,8,-93,-65,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2424,1699952632,1699952632,-293.545,47,3867,2328,116.493045,39.729667,23.2,4.26,53,343.79,3619,,8000001,7,8,-92,-65,13,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2425,1699952632,1699952632,-296.85,48,3868,2328,116.493044,39.72967,23.4,4.26,52,343.79,3619,,8000001,7,8,-93,-66,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
2427,1699952632,1699952632,-294.743,49,3869,2328,116.493043,39.729673,23.4,4.26,52,343.79,3619,,8000001,7,8,-92,-64,17,1,5,-92,55140,47,4264,QPSK,SPAT,normal
2428,1699952632,1699952632,-295.519,50,3870,2328,116.493043,39.729675,23.4,4.26,52,343.79,3619,797A687523323439,8000001,7,8,-93,-66,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2429,1699952632,1699952633,-292.103,51,3871,2328,116.493042,39.729677,23.2,4.26,53,343.79,3619,,8000001,7,8,-94,-67,15,0,5,-94,55140,47,4264,QPSK,SPAT,normal
2430,1699952632,1699952633,-295.033,52,3872,2328,116.493041,39.72968,23.2,4.26,53,343.79,3619,,8000001,7,8,-95,-68,15,2,5,-95,55140,47,4264,QPSK,SPAT,normal
2432,1699952632,1699952633,-291.359,53,3873,2328,116.493041,39.729683,23.2,4.26,53,343.79,3619,,8000001,7,8,-94,-67,16,0,5,-94,55140,47,4264,QPSK,SPAT,normal
2433,1699952633,1699952633,-290.834,54,3874,2328,116.49304,39.729685,23.2,4.26,53,343.79,3619,,8000001,7,8,-92,-65,17,0,5,-92,55140,47,4264,QPSK,SPAT,normal
2434,1699952633,1699952633,-290.902,55,3875,2328,116.493039,39.729687,23.2,4.26,53,343.79,3619,,8000001,7,8,-95,-67,13,1,5,-95,55140,47,4264,QPSK,SPAT,normal
2435,1699952633,1699952633,-297.411,56,3876,2328,116.493039,39.729687,23.1,4.26,54,343.79,3619,,8000001,7,8,-94,-67,16,0,5,-94,55140,47,4264,QPSK,SPAT,normal
2436,1699952633,1699952633,-291.879,57,3877,2328,116.493038,39.729688,23.1,4.26,54,343.79,3619,3030303030310000,8000001,7,8,-96,-69,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
2437,1699952633,1699952633,-288.231,58,3878,2328,116.493038,39.72969,23.1,4.26,54,343.79,3619,,8000001,7,8,-97,-69,15,1,5,-97,55140,47,4264,QPSK,SPAT,normal
2440,1699952633,1699952633,-290.363,59,3879,2328,116.493037,39.729691,23.1,4.26,54,343.79,3619,CCC747DFBE6C0100,8000001,7,8,-96,-68,17,2,5,-96,55140,47,4264,QPSK,SPAT,normal
2441,1699952633,1699952633,-291.239,60,3880,2328,116.493036,39.729692,23.2,4.26,53,343.79,3619,,8000001,7,8,-94,-67,15,0,5,-94,55140,47,4264,QPSK,SPAT,normal
2442,1699952633,1699952634,-291.597,61,3881,2328,116.493036,39.729693,23.1,4.26,54,343.79,3619,,8000001,7,8,-93,-66,16,0,5,-93,55140,47,4264,QPSK,SPAT,normal
2443,1699952633,1699952634,-293.034,62,3882,2328,116.493035,39.729695,23.2,4.26,53,343.79,3619,,8000001,7,8,-96,-68,15,2,5,-96,55140,47,4264,QPSK,SPAT,normal
